"";"caudal";"caudalparcial";"hydrodatetime"
"3228";0,662;0,4;2024-08-22 19:50:00
"3229";0,661;0,4;2024-08-22 20:00:00
"3230";0,66;0,4;2024-08-22 20:10:00
"3231";0,659;0,4;2024-08-22 20:20:00
"3232";0,659;0,4;2024-08-22 20:30:00
"3233";0,657;0,4;2024-08-22 20:40:00
"3234";0,656;0,4;2024-08-22 20:50:00
"3235";0,655;0,4;2024-08-22 21:00:00
"3236";0,656;0,4;2024-08-22 21:10:00
"3237";0,656;0,4;2024-08-22 21:20:00
"3238";0,657;0,4;2024-08-22 21:30:00
"3239";0,657;0,4;2024-08-22 21:40:00
"3240";0,659;0,4;2024-08-22 21:50:00
"3241";0,66;0,4;2024-08-22 22:00:00
"3242";0,661;0,4;2024-08-22 22:10:00
"3243";0,665;0,403;2024-08-22 22:20:00
"3244";0,663;0,403;2024-08-22 22:30:00
"3245";0,663;0,4;2024-08-22 22:40:00
"3246";0,665;0,4;2024-08-22 22:50:00
"3247";0,666;0,4;2024-08-22 23:00:00
"3248";0,666;0,4;2024-08-22 23:10:00
"3249";0,667;0,4;2024-08-22 23:20:00
"3250";0,671;0,403;2024-08-22 23:30:00
"3251";0,672;0,403;2024-08-22 23:40:00
"3252";0,672;0,403;2024-08-22 23:50:00
