caudal;caudalparcial;hydrodatetime
1,86;0,791;2024/2/23 10:20
1,847;0,784;2024/2/23 10:30
1,843;0,784;2024/2/23 10:40
1,843;0,784;2024/2/23 10:50
1,832;0,778;2024/2/23 11:00
1,833;0,778;2024/2/23 11:10
1,857;0,791;2024/2/23 11:20
1,862;0,791;2024/2/23 11:30
1,845;0,784;2024/2/23 11:40
1,832;0,778;2024/2/23 11:50
1,837;0,784;2024/2/23 12:00
1,852;0,791;2024/2/23 12:10
1,868;0,798;2024/2/23 12:20
1,858;0,791;2024/2/23 12:30
1,843;0,784;2024/2/23 12:40
1,831;0,778;2024/2/23 12:50
1,817;0,771;2024/2/23 13:00
1,806;0,765;2024/2/23 13:10
1,804;0,765;2024/2/23 13:20
1,802;0,765;2024/2/23 13:30
1,801;0,765;2024/2/23 13:40
1,794;0,759;2024/2/23 13:50
1,816;0,771;2024/2/23 14:00
1,817;0,771;2024/2/23 14:10
1,816;0,771;2024/2/23 14:20
1,806;0,765;2024/2/23 14:30
1,805;0,765;2024/2/23 14:40
1,805;0,765;2024/2/23 14:50
1,802;0,765;2024/2/23 15:00
1,806;0,765;2024/2/23 15:10
1,804;0,765;2024/2/23 15:20
1,804;0,765;2024/2/23 15:30
1,806;0,765;2024/2/23 15:40
1,809;0,765;2024/2/23 15:50
1,809;0,765;2024/2/23 16:00
1,817;0,771;2024/2/23 16:10
1,817;0,771;2024/2/23 16:20
1,82;0,771;2024/2/23 16:30
1,82;0,771;2024/2/23 16:40
1,821;0,771;2024/2/23 16:50
1,833;0,778;2024/2/23 17:00
1,857;0,791;2024/2/23 17:10
1,863;0,791;2024/2/23 17:20
1,874;0,798;2024/2/23 17:30
1,868;0,791;2024/2/23 17:40
1,881;0,798;2024/2/23 17:50
1,893;0,804;2024/2/23 18:00
1,896;0,804;2024/2/23 18:10
1,901;0,804;2024/2/23 18:20
1,904;0,804;2024/2/23 18:30
1,916;0,811;2024/2/23 18:40
1,918;0,811;2024/2/23 18:50
1,92;0,811;2024/2/23 19:00
1,921;0,811;2024/2/23 19:10
1,931;0,818;2024/2/23 19:20
1,947;0,825;2024/2/23 19:30
1,966;0,832;2024/2/23 19:40
1,965;0,832;2024/2/23 19:50
1,953;0,825;2024/2/23 20:00
1,949;0,825;2024/2/23 20:10
1,965;0,832;2024/2/23 20:20
1,995;0,846;2024/2/23 20:30
2;0,846;2024/2/23 20:40
1,996;0,846;2024/2/23 20:50
1,985;0,839;2024/2/23 21:00
1,985;0,839;2024/2/23 21:10
1,982;0,839;2024/2/23 21:20
1,979;0,839;2024/2/23 21:30
1,967;0,832;2024/2/23 21:40
1,954;0,825;2024/2/23 21:50
1,952;0,825;2024/2/23 22:00
1,949;0,825;2024/2/23 22:10
1,949;0,825;2024/2/23 22:20
1,948;0,825;2024/2/23 22:30
1,947;0,825;2024/2/23 22:40
1,949;0,825;2024/2/23 22:50
1,951;0,825;2024/2/23 23:00
1,949;0,825;2024/2/23 23:10
1,951;0,825;2024/2/23 23:20
1,95;0,825;2024/2/23 23:30
1,95;0,825;2024/2/23 23:40
1,95;0,825;2024/2/23 23:50
1,952;0,825;2024/2/24
1,948;0,825;2024/2/24 00:10
1,941;0,818;2024/2/24 00:20
1,926;0,811;2024/2/24 00:30
1,926;0,811;2024/2/24 00:40
1,924;0,811;2024/2/24 00:50
1,923;0,811;2024/2/24 01:00
1,912;0,804;2024/2/24 01:10
1,91;0,804;2024/2/24 01:20
1,911;0,804;2024/2/24 01:30
1,932;0,818;2024/2/24 01:40
1,936;0,818;2024/2/24 01:50
1,94;0,818;2024/2/24 02:00
1,937;0,818;2024/2/24 02:10
1,93;0,811;2024/2/24 02:20
1,939;0,818;2024/2/24 02:30
1,94;0,818;2024/2/24 02:40
1,94;0,818;2024/2/24 02:50
1,952;0,825;2024/2/24 03:00
1,957;0,825;2024/2/24 03:10
1,957;0,825;2024/2/24 03:20
1,945;0,818;2024/2/24 03:30
1,942;0,818;2024/2/24 03:40
1,949;0,825;2024/2/24 03:50
1,952;0,825;2024/2/24 04:00
1,952;0,825;2024/2/24 04:10
1,971;0,832;2024/2/24 04:20
1,991;0,839;2024/2/24 04:30
1,993;0,839;2024/2/24 04:40
1,983;0,832;2024/2/24 04:50
1,982;0,832;2024/2/24 05:00
1,993;0,839;2024/2/24 05:10
2,011;0,846;2024/2/24 05:20
2,037;0,86;2024/2/24 05:30
2,043;0,86;2024/2/24 05:40
2,037;0,853;2024/2/24 05:50
2,035;0,853;2024/2/24 06:00
2,072;0,874;2024/2/24 06:10
2,082;0,874;2024/2/24 06:20
2,084;0,874;2024/2/24 06:30
2,093;0,881;2024/2/24 06:40
2,11;0,889;2024/2/24 06:50
2,137;0,904;2024/2/24 07:00
2,154;0,911;2024/2/24 07:10
2,156;0,911;2024/2/24 07:20
2,149;0,904;2024/2/24 07:30
2,179;0,926;2024/2/24 07:40
2,182;0,926;2024/2/24 07:50
2,193;0,934;2024/2/24 08:00
2,26;0,99;2024/2/24 08:10
2,237;0,965;2024/2/24 08:20
2,291;1,014;2024/2/24 08:30
2,276;0,998;2024/2/24 08:40
2,248;0,973;2024/2/24 08:50
2,255;0,981;2024/2/24 09:00
2,282;1,006;2024/2/24 09:10
2,283;1,006;2024/2/24 09:20
2,248;0,973;2024/2/24 09:30
2,283;1,006;2024/2/24 09:40
2,348;1,065;2024/2/24 09:50
2,341;1,056;2024/2/24 10:00
2,287;1,006;2024/2/24 10:10
2,294;1,014;2024/2/24 10:20
2,313;1,031;2024/2/24 10:30
2,288;1,006;2024/2/24 10:40
2,268;0,99;2024/2/24 10:50
2,331;1,048;2024/2/24 11:00
2,315;1,031;2024/2/24 11:10
2,286;1,006;2024/2/24 11:20
2,294;1,014;2024/2/24 11:30
2,322;1,039;2024/2/24 11:40
2,305;1,022;2024/2/24 11:50
2,276;0,998;2024/2/24 12:00
2,266;0,99;2024/2/24 12:10
2,275;0,998;2024/2/24 12:20
2,32;1,039;2024/2/24 12:30
2,312;1,031;2024/2/24 12:40
2,295;1,014;2024/2/24 12:50
2,321;1,039;2024/2/24 13:00
2,361;1,074;2024/2/24 13:10
2,402;1,109;2024/2/24 13:20
2,403;1,109;2024/2/24 13:30
2,383;1,091;2024/2/24 13:40
2,422;1,127;2024/2/24 13:50
2,453;1,155;2024/2/24 14:00
2,454;1,155;2024/2/24 14:10
2,465;1,164;2024/2/24 14:20
2,477;1,173;2024/2/24 14:30
2,497;1,192;2024/2/24 14:40
2,508;1,202;2024/2/24 14:50
2,518;1,211;2024/2/24 15:00
2,53;1,221;2024/2/24 15:10
2,529;1,221;2024/2/24 15:20
2,549;1,24;2024/2/24 15:30
2,562;1,25;2024/2/24 15:40
2,594;1,28;2024/2/24 15:50
2,605;1,29;2024/2/24 16:00
2,636;1,32;2024/2/24 16:10
2,649;1,331;2024/2/24 16:20
2,661;1,341;2024/2/24 16:30
2,651;1,331;2024/2/24 16:40
2,618;1,3;2024/2/24 16:50
2,605;1,29;2024/2/24 17:00
2,594;1,28;2024/2/24 17:10
2,583;1,27;2024/2/24 17:20
2,585;1,27;2024/2/24 17:30
2,593;1,28;2024/2/24 17:40
2,595;1,28;2024/2/24 17:50
2,595;1,28;2024/2/24 18:00
2,587;1,27;2024/2/24 18:10
2,577;1,26;2024/2/24 18:20
2,574;1,26;2024/2/24 18:30
2,577;1,26;2024/2/24 18:40
2,565;1,25;2024/2/24 18:50
2,575;1,26;2024/2/24 19:00
2,552;1,24;2024/2/24 19:10
2,552;1,24;2024/2/24 19:20
2,533;1,221;2024/2/24 19:30
2,5;1,192;2024/2/24 19:40
2,44;1,136;2024/2/24 19:50
2,458;1,155;2024/2/24 20:00
2,476;1,173;2024/2/24 20:10
2,476;1,173;2024/2/24 20:20
2,466;1,164;2024/2/24 20:30
2,445;1,145;2024/2/24 20:40
2,475;1,173;2024/2/24 20:50
2,506;1,202;2024/2/24 21:00
2,487;1,183;2024/2/24 21:10
2,439;1,136;2024/2/24 21:20
2,467;1,164;2024/2/24 21:30
2,487;1,183;2024/2/24 21:40
2,46;1,155;2024/2/24 21:50
2,408;1,109;2024/2/24 22:00
2,446;1,145;2024/2/24 22:10
2,467;1,164;2024/2/24 22:20
2,428;1,127;2024/2/24 22:30
2,395;1,1;2024/2/24 22:40
2,445;1,145;2024/2/24 22:50
2,446;1,145;2024/2/24 23:00
2,399;1,1;2024/2/24 23:10
2,377;1,082;2024/2/24 23:20
2,386;1,091;2024/2/24 23:30
2,414;1,118;2024/2/24 23:40
2,375;1,082;2024/2/24 23:50
2,338;1,048;2024/2/25
2,344;1,056;2024/2/25 00:10
2,362;1,074;2024/2/25 00:20
2,403;1,109;2024/2/25 00:30
2,384;1,091;2024/2/25 00:40
2,365;1,074;2024/2/25 00:50
2,413;1,118;2024/2/25 01:00
2,423;1,127;2024/2/25 01:10
2,414;1,118;2024/2/25 01:20
2,376;1,082;2024/2/25 01:30
2,355;1,065;2024/2/25 01:40
2,402;1,109;2024/2/25 01:50
2,375;1,082;2024/2/25 02:00
2,317;1,031;2024/2/25 02:10
2,334;1,048;2024/2/25 02:20
2,354;1,065;2024/2/25 02:30
2,325;1,039;2024/2/25 02:40
2,305;1,022;2024/2/25 02:50
2,353;1,065;2024/2/25 03:00
2,372;1,082;2024/2/25 03:10
2,383;1,091;2024/2/25 03:20
2,345;1,056;2024/2/25 03:30
2,382;1,091;2024/2/25 03:40
2,404;1,109;2024/2/25 03:50
2,415;1,118;2024/2/25 04:00
2,414;1,118;2024/2/25 04:10
2,386;1,091;2024/2/25 04:20
2,405;1,109;2024/2/25 04:30
2,453;1,155;2024/2/25 04:40
2,465;1,164;2024/2/25 04:50
2,475;1,173;2024/2/25 05:00
2,496;1,192;2024/2/25 05:10
2,498;1,192;2024/2/25 05:20
2,518;1,211;2024/2/25 05:30
2,519;1,211;2024/2/25 05:40
2,54;1,23;2024/2/25 05:50
2,541;1,23;2024/2/25 06:00
2,582;1,27;2024/2/25 06:10
2,594;1,28;2024/2/25 06:20
2,617;1,3;2024/2/25 06:30
2,638;1,32;2024/2/25 06:40
2,66;1,341;2024/2/25 06:50
2,684;1,362;2024/2/25 07:00
2,719;1,394;2024/2/25 07:10
2,742;1,415;2024/2/25 07:20
2,776;1,448;2024/2/25 07:30
2,788;1,459;2024/2/25 07:40
2,812;1,481;2024/2/25 07:50
2,835;1,504;2024/2/25 08:00
2,859;1,526;2024/2/25 08:10
2,871;1,538;2024/2/25 08:20
2,883;1,549;2024/2/25 08:30
2,907;1,572;2024/2/25 08:40
2,908;1,572;2024/2/25 08:50
2,933;1,596;2024/2/25 09:00
2,936;1,596;2024/2/25 09:10
2,946;1,607;2024/2/25 09:20
2,946;1,607;2024/2/25 09:30
2,958;1,619;2024/2/25 09:40
2,969;1,631;2024/2/25 09:50
2,984;1,643;2024/2/25 10:00
2,996;1,655;2024/2/25 10:10
3,02;1,679;2024/2/25 10:20
3,01;1,667;2024/2/25 10:30
3,049;1,704;2024/2/25 10:40
3,038;1,692;2024/2/25 10:50
3,037;1,692;2024/2/25 11:00
3,024;1,679;2024/2/25 11:10
2,999;1,655;2024/2/25 11:20
2,995;1,655;2024/2/25 11:30
2,972;1,631;2024/2/25 11:40
2,982;1,643;2024/2/25 11:50
2,968;1,631;2024/2/25 12:00
2,97;1,631;2024/2/25 12:10
2,956;1,619;2024/2/25 12:20
2,946;1,607;2024/2/25 12:30
2,933;1,596;2024/2/25 12:40
2,933;1,596;2024/2/25 12:50
2,921;1,584;2024/2/25 13:00
2,92;1,584;2024/2/25 13:10
2,907;1,572;2024/2/25 13:20
2,907;1,572;2024/2/25 13:30
2,907;1,572;2024/2/25 13:40
2,906;1,572;2024/2/25 13:50
2,896;1,561;2024/2/25 14:00
2,895;1,561;2024/2/25 14:10
2,882;1,549;2024/2/25 14:20
2,872;1,538;2024/2/25 14:30
2,872;1,538;2024/2/25 14:40
2,872;1,538;2024/2/25 14:50
2,873;1,538;2024/2/25 15:00
2,872;1,538;2024/2/25 15:10
2,86;1,526;2024/2/25 15:20
2,849;1,515;2024/2/25 15:30
2,859;1,526;2024/2/25 15:40
2,849;1,515;2024/2/25 15:50
2,849;1,515;2024/2/25 16:00
2,851;1,515;2024/2/25 16:10
2,839;1,504;2024/2/25 16:20
2,841;1,504;2024/2/25 16:30
2,843;1,504;2024/2/25 16:40
2,847;1,504;2024/2/25 16:50
2,836;1,492;2024/2/25 17:00
2,848;1,504;2024/2/25 17:10
2,834;1,492;2024/2/25 17:20
2,847;1,504;2024/2/25 17:30
2,846;1,504;2024/2/25 17:40
2,896;1,549;2024/2/25 17:50
2,91;1,561;2024/2/25 18:00
2,934;1,584;2024/2/25 18:10
2,95;1,596;2024/2/25 18:20
2,985;1,631;2024/2/25 18:30
3,01;1,655;2024/2/25 18:40
3,074;1,716;2024/2/25 18:50
3,153;1,791;2024/2/25 19:00
3,232;1,868;2024/2/25 19:10
3,262;1,894;2024/2/25 19:20
3,333;1,96;2024/2/25 19:30
3,387;2,014;2024/2/25 19:40
3,475;2,097;2024/2/25 19:50
3,55;2,167;2024/2/25 20:00
3,625;2,238;2024/2/25 20:10
3,673;2,282;2024/2/25 20:20
3,717;2,326;2024/2/25 20:30
3,733;2,34;2024/2/25 20:40
3,81;2,415;2024/2/25 20:50
3,904;2,506;2024/2/25 21:00
4,062;2,66;2024/2/25 21:10
4,066;2,66;2024/2/25 21:20
4,145;2,739;2024/2/25 21:30
4,144;2,739;2024/2/25 21:40
4,159;2,755;2024/2/25 21:50
4,125;2,723;2024/2/25 22:00
4,107;2,708;2024/2/25 22:10
4,058;2,66;2024/2/25 22:20
4,042;2,645;2024/2/25 22:30
3,993;2,598;2024/2/25 22:40
3,883;2,49;2024/2/25 22:50
3,821;2,43;2024/2/25 23:00
3,773;2,385;2024/2/25 23:10
3,756;2,37;2024/2/25 23:20
3,695;2,311;2024/2/25 23:30
3,678;2,296;2024/2/25 23:40
3,647;2,267;2024/2/25 23:50
3,617;2,238;2024/2/26
3,573;2,195;2024/2/26 00:10
3,572;2,195;2024/2/26 00:20
3,556;2,181;2024/2/26 00:30
3,54;2,167;2024/2/26 00:40
3,54;2,167;2024/2/26 00:50
3,538;2,167;2024/2/26 01:00
3,509;2,139;2024/2/26 01:10
3,481;2,111;2024/2/26 01:20
3,469;2,097;2024/2/26 01:30
3,454;2,083;2024/2/26 01:40
3,454;2,083;2024/2/26 01:50
3,439;2,069;2024/2/26 02:00
3,452;2,083;2024/2/26 02:10
3,438;2,069;2024/2/26 02:20
3,437;2,069;2024/2/26 02:30
3,395;2,028;2024/2/26 02:40
3,38;2,014;2024/2/26 02:50
3,379;2,014;2024/2/26 03:00
3,379;2,014;2024/2/26 03:10
3,393;2,028;2024/2/26 03:20
3,379;2,014;2024/2/26 03:30
3,396;2,028;2024/2/26 03:40
3,41;2,042;2024/2/26 03:50
3,408;2,042;2024/2/26 04:00
3,408;2,042;2024/2/26 04:10
3,408;2,042;2024/2/26 04:20
3,411;2,042;2024/2/26 04:30
3,423;2,055;2024/2/26 04:40
3,411;2,042;2024/2/26 04:50
3,381;2,014;2024/2/26 05:00
3,353;1,987;2024/2/26 05:10
3,38;2,014;2024/2/26 05:20
3,367;2,001;2024/2/26 05:30
3,423;2,055;2024/2/26 05:40
3,41;2,042;2024/2/26 05:50
3,381;2,014;2024/2/26 06:00
3,379;2,014;2024/2/26 06:10
3,368;2,001;2024/2/26 06:20
3,381;2,014;2024/2/26 06:30
3,367;2,001;2024/2/26 06:40
3,378;2,014;2024/2/26 06:50
3,391;2,028;2024/2/26 07:00
3,551;2,181;2024/2/26 07:10
3,497;2,125;2024/2/26 07:20
3,256;1,894;2024/2/26 07:30
3,417;2,069;2024/2/26 07:40
3,469;2,195;2024/2/26 07:50
3,389;2,153;2024/2/26 08:00
3,373;2,153;2024/2/26 08:10
3,351;2,139;2024/2/26 08:20
3,348;2,139;2024/2/26 08:30
3,332;2,125;2024/2/26 08:40
3,316;2,111;2024/2/26 08:50
3,328;2,125;2024/2/26 09:00
3,313;2,111;2024/2/26 09:10
3,297;2,097;2024/2/26 09:20
3,297;2,097;2024/2/26 09:30
3,295;2,097;2024/2/26 09:40
3,31;2,111;2024/2/26 09:50
3,402;2,195;2024/2/26 10:00
3,454;2,238;2024/2/26 10:10
3,427;2,21;2024/2/26 10:20
3,396;2,181;2024/2/26 10:30
3,364;2,153;2024/2/26 10:40
3,303;2,097;2024/2/26 10:50
3,268;2,069;2024/2/26 11:00
3,263;2,069;2024/2/26 11:10
3,243;2,055;2024/2/26 11:20
3,241;2,055;2024/2/26 11:30
3,21;2,028;2024/2/26 11:40
3,249;2,069;2024/2/26 11:50
3,49;2,311;2024/2/26 12:00
3,489;2,311;2024/2/26 12:10
3,504;2,326;2024/2/26 12:20
3,503;2,326;2024/2/26 12:30
3,506;2,326;2024/2/26 12:40
3,494;2,311;2024/2/26 12:50
3,526;2,34;2024/2/26 13:00
3,527;2,34;2024/2/26 13:10
3,53;2,34;2024/2/26 13:20
3,548;2,355;2024/2/26 13:30
3,567;2,37;2024/2/26 13:40
3,603;2,4;2024/2/26 13:50
3,638;2,43;2024/2/26 14:00
3,655;2,445;2024/2/26 14:10
3,723;2,506;2024/2/26 14:20
3,758;2,536;2024/2/26 14:30
3,793;2,567;2024/2/26 14:40
3,859;2,629;2024/2/26 14:50
3,893;2,66;2024/2/26 15:00
3,997;2,755;2024/2/26 15:10
4,117;2,868;2024/2/26 15:20
4,223;2,966;2024/2/26 15:30
4,276;3,015;2024/2/26 15:40
4,367;3,099;2024/2/26 15:50
4,457;3,183;2024/2/26 16:00
4,6;3,319;2024/2/26 16:10
4,748;3,458;2024/2/26 16:20
4,861;3,563;2024/2/26 16:30
4,991;3,687;2024/2/26 16:40
5,141;3,83;2024/2/26 16:50
5,314;3,994;2024/2/26 17:00
5,584;4,252;2024/2/26 17:10
5,818;4,478;2024/2/26 17:20
6,031;4,688;2024/2/26 17:30
6,393;5,04;2024/2/26 17:40
6,788;5,423;2024/2/26 17:50
7,245;5,866;2024/2/26 18:00
7,725;6,336;2024/2/26 18:10
8,319;6,919;2024/2/26 18:20
8,512;7,102;2024/2/26 18:30
8,623;7,209;2024/2/26 18:40
9,115;7,692;2024/2/26 18:50
9,667;8,229;2024/2/26 19:00
10,065;8,611;2024/2/26 19:10
10,61;9,145;2024/2/26 19:20
12,215;10,733;2024/2/26 19:30
12,57;11,076;2024/2/26 19:40
12,864;11,361;2024/2/26 19:50
13,06;11,551;2024/2/26 20:00
13,291;11,777;2024/2/26 20:10
13,537;12,017;2024/2/26 20:20
13,779;12,25;2024/2/26 20:30
14,107;12,572;2024/2/26 20:40
14,339;12,795;2024/2/26 20:50
14,454;12,907;2024/2/26 21:00
14,684;13,13;2024/2/26 21:10
14,88;13,316;2024/2/26 21:20
15,091;13,582;2024/2/26 21:30
15,274;13,797;2024/2/26 21:40
15,442;13,977;2024/2/26 21:50
15,706;14,247;2024/2/26 22:00
15,928;14,464;2024/2/26 22:10
16,182;14,713;2024/2/26 22:20
16,497;15,025;2024/2/26 22:30
16,782;15,306;2024/2/26 22:40
16,944;15,466;2024/2/26 22:50
17,109;15,632;2024/2/26 23:00
17,43;15,951;2024/2/26 23:10
17,77;16,29;2024/2/26 23:20
18,345;16,859;2024/2/26 23:30
18,782;17,297;2024/2/26 23:40
19,372;17,89;2024/2/26 23:50
19,835;18,359;2024/2/27
20,379;18,906;2024/2/27 00:10
20,435;18,953;2024/2/27 00:20
20,828;19,341;2024/2/27 00:30
20,825;19,341;2024/2/27 00:40
20,972;19,491;2024/2/27 00:50
21,279;19,799;2024/2/27 01:00
22,036;20,557;2024/2/27 01:10
22,206;20,727;2024/2/27 01:20
22,146;20,67;2024/2/27 01:30
22,542;21,076;2024/2/27 01:40
22,847;21,374;2024/2/27 01:50
22,682;21,194;2024/2/27 02:00
22,807;21,314;2024/2/27 02:10
22,629;21,135;2024/2/27 02:20
22,624;21,135;2024/2/27 02:30
23,618;22,123;2024/2/27 02:40
23,824;22,318;2024/2/27 02:50
24,088;22,581;2024/2/27 03:00
24,631;23,124;2024/2/27 03:10
24,916;23,404;2024/2/27 03:20
25,279;23,761;2024/2/27 03:30
26,024;24,499;2024/2/27 03:40
26,635;25,115;2024/2/27 03:50
27,767;26,245;2024/2/27 04:00
28,018;26,497;2024/2/27 04:10
28,452;26,922;2024/2/27 04:20
29,242;27,71;2024/2/27 04:30
29,879;28,342;2024/2/27 04:40
27,418;25,88;2024/2/27 04:50
27,732;26,194;2024/2/27 05:00
28,739;27,204;2024/2/27 05:10
29,317;27,784;2024/2/27 05:20
29,316;27,784;2024/2/27 05:30
29,509;27,974;2024/2/27 05:40
29,978;28,439;2024/2/27 05:50
29,795;28,255;2024/2/27 06:00
30,161;28,622;2024/2/27 06:10
31,041;29,509;2024/2/27 06:20
31,124;29,596;2024/2/27 06:30
31,884;30,354;2024/2/27 06:40
32,92;31,392;2024/2/27 06:50
33,375;31,851;2024/2/27 07:00
34,257;32,733;2024/2/27 07:10
34,4;32,875;2024/2/27 07:20
34,32;32,804;2024/2/27 07:30
34,173;32,661;2024/2/27 07:40
33,957;32,444;2024/2/27 07:50
33,361;31,851;2024/2/27 08:00
33,505;32,001;2024/2/27 08:10
33,428;31,926;2024/2/27 08:20
33,92;32,444;2024/2/27 08:30
33,585;32,15;2024/2/27 08:40
34,072;32,661;2024/2/27 08:50
34,675;33,296;2024/2/27 09:00
34,72;33,365;2024/2/27 09:10
35,882;34,501;2024/2/27 09:20
35,428;34,042;2024/2/27 09:30
36,646;35,263;2024/2/27 09:40
36,7;35,325;2024/2/27 09:50
36,753;35,386;2024/2/27 10:00
37,95;36,587;2024/2/27 10:10
38,067;36,703;2024/2/27 10:20
39,325;37,95;2024/2/27 10:30
39,715;38,336;2024/2/27 10:40
38,94;37,559;2024/2/27 10:50
39,386;38,005;2024/2/27 11:00
39,997;38,609;2024/2/27 11:10
40,595;39,204;2024/2/27 11:20
40,805;39,419;2024/2/27 11:30
40,42;39,043;2024/2/27 11:40
40,892;39,526;2024/2/27 11:50
40,401;39,043;2024/2/27 12:00
40,88;39,526;2024/2/27 12:10
40,451;39,097;2024/2/27 12:20
40,771;39,419;2024/2/27 12:30
40,551;39,204;2024/2/27 12:40
40,813;39,472;2024/2/27 12:50
39,784;38,446;2024/2/27 13:00
40,431;39,097;2024/2/27 13:10
40,27;38,935;2024/2/27 13:20
39,995;38,664;2024/2/27 13:30
40,479;39,15;2024/2/27 13:40
40,531;39,204;2024/2/27 13:50
40,629;39,312;2024/2/27 14:00
40,737;39,419;2024/2/27 14:10
40,689;39,365;2024/2/27 14:20
41,168;39,846;2024/2/27 14:30
41,322;40,005;2024/2/27 14:40
41,481;40,165;2024/2/27 14:50
40,783;39,472;2024/2/27 15:00
40,987;39,686;2024/2/27 15:10
40,877;39,579;2024/2/27 15:20
40,496;39,204;2024/2/27 15:30
40,382;39,097;2024/2/27 15:40
40,319;39,043;2024/2/27 15:50
40,098;38,827;2024/2/27 16:00
40,363;39,097;2024/2/27 16:10
40,202;38,935;2024/2/27 16:20
39,652;38,391;2024/2/27 16:30
39,041;37,783;2024/2/27 16:40
38,073;36,819;2024/2/27 16:50
37,716;36,469;2024/2/27 17:00
37,477;36,233;2024/2/27 17:10
37,061;35,814;2024/2/27 17:20
36,812;35,571;2024/2/27 17:30
36,014;34,758;2024/2/27 17:40
35,291;34,042;2024/2/27 17:50
34,333;33,087;2024/2/27 18:00
33,897;32,661;2024/2/27 18:10
33,009;31,775;2024/2/27 18:20
32,709;31,47;2024/2/27 18:30
31,512;30,271;2024/2/27 18:40
30,569;29,335;2024/2/27 18:50
30,037;28,803;2024/2/27 19:00
29,301;28,068;2024/2/27 19:10
28,337;27,105;2024/2/27 19:20
29,296;28,069;2024/2/27 19:30
29,29;28,069;2024/2/27 19:40
29,925;28,712;2024/2/27 19:50
29,197;27,979;2024/2/27 20:00
28,309;27,095;2024/2/27 20:10
28,13;26,922;2024/2/27 20:20
27,277;26,08;2024/2/27 20:30
26,527;25,352;2024/2/27 20:40
25,893;24,728;2024/2/27 20:50
25,281;24,126;2024/2/27 21:00
25,122;23,979;2024/2/27 21:10
24,335;23,194;2024/2/27 21:20
24,19;23,055;2024/2/27 21:30
23,904;22,782;2024/2/27 21:40
23,362;22,252;2024/2/27 21:50
23,028;21,932;2024/2/27 22:00
22,108;21,017;2024/2/27 22:10
21,64;20,557;2024/2/27 22:20
21,698;20,614;2024/2/27 22:30
21,693;20,614;2024/2/27 22:40
21,971;20,9;2024/2/27 22:50
21,739;20,67;2024/2/27 23:00
21,239;20,171;2024/2/27 23:10
20,16;19,097;2024/2/27 23:20
19,731;18,674;2024/2/27 23:30
19,501;18,448;2024/2/27 23:40
19,46;18,403;2024/2/27 23:50
